id,title,revenue,budget,year_movie,profit
4257,Scary Movie 4,"178,262,620","45,000,000",2006,"133,262,620"
9619,Dante's Peak,"178,127,760","116,000,000",1997,"62,127,760"
13027,Eagle Eye,"178,066,569","80,000,000",2008,"98,066,569"
9869,Patriot Games,"178,051,587","45,000,000",1992,"133,051,587"
142,Brokeback Mountain,"178,043,761","14,000,000",2005,"164,043,761"
9574,Flubber,"177,977,226","80,000,000",1997,"97,977,226"
339846,Baywatch,"177,856,751","69,000,000",2017,"108,856,751"
10398,Double Jeopardy,"177,841,558","70,000,000",1999,"107,841,558"
57212,War Horse,"177,584,879","66,000,000",2011,"111,584,879"
41436,Paranormal Activity 2,"177,512,032","3,000,000",2010,"174,512,032"
79,Hero,"177,394,432","31,000,000",2002,"146,394,432"
9919,How to Lose a Guy in 10 Days,"177,371,441","50,000,000",2003,"127,371,441"
10184,He's Just Not That Into You,"177,259,441","40,000,000",2009,"137,259,441"
65057,The Descendants,"177,243,185","20,000,000",2011,"157,243,185"
34544,The A-Team,"177,238,796","110,000,000",2010,"67,238,796"
9576,Tootsie,"177,200,000","21,000,000",1982,"156,200,000"
9386,In the Line of Fire,"176,997,168","40,000,000",1993,"136,997,168"
9535,Analyze This,"176,885,658","80,000,000",1999,"96,885,658"
10808,Dr. Dolittle 2,"176,104,344","70,000,000",2001,"106,104,344"
9654,The Italian Job,"176,070,171","60,000,000",2003,"116,070,171"
7350,The Bucket List,"175,372,502","45,000,000",2007,"130,372,502"
324786,Hacksaw Ridge,"175,302,354","40,000,000",2016,"135,302,354"
7442,Sleeping with the Enemy,"174,999,005","19,000,000",1991,"155,999,005"
49849,Cowboys & Aliens,"174,822,325","163,000,000",2011,"11,822,325"
120467,The Grand Budapest Hotel,"174,600,318","30,000,000",2014,"144,600,318"
76285,Percy Jackson: Sea of Monsters,"174,578,751","90,000,000",2013,"84,578,751"
109431,Identity Thief,"173,965,010","35,000,000",2013,"138,965,010"
9600,Big Momma's House,"173,959,438","30,000,000",2000,"143,959,438"
49530,In Time,"173,930,596","40,000,000",2011,"133,930,596"
194,Amélie,"173,921,954","10,000,000",2001,"163,921,954"
109443,Anchorman 2: The Legend Continues,"173,649,015","50,000,000",2013,"123,649,015"
312221,Creed,"173,567,581","37,000,000",2015,"136,567,581"
10719,Elf,"173,398,518","32,000,000",2003,"141,398,518"
346685,The Girl on the Train,"173,185,859","45,000,000",2016,"128,185,859"
4232,Scream,"173,046,663","14,000,000",1996,"159,046,663"
2289,Cold Mountain,"173,013,509","79,000,000",2003,"94,013,509"
2698,Evan Almighty,"173,000,000","175,000,000",2007,"-2,000,000"
855,Black Hawk Down,"172,989,651","92,000,000",2001,"80,989,651"
9021,The Santa Clause 2,"172,855,065","65,000,000",2002,"107,855,065"
4233,Scream 2,"172,363,301","24,000,000",1997,"148,363,301"
5966,Along Came Polly,"171,963,386","42,000,000",2004,"129,963,386"
19899,Couples Retreat,"171,844,840","70,000,000",2009,"101,844,840"
8916,Antz,"171,757,863","60,000,000",1998,"111,757,863"
6977,No Country for Old Men,"171,600,000","25,000,000",2007,"146,600,000"
324552,John Wick: Chapter 2,"171,539,887","40,000,000",2017,"131,539,887"
7520,Cocktail,"171,504,781","20,000,000",1988,"151,504,781"
2022,Mr. Deeds,"171,269,535","50,000,000",2002,"121,269,535"
395,AVP: Alien vs. Predator,"171,183,863","70,000,000",2004,"101,183,863"
686,Contact,"171,120,329","90,000,000",1997,"81,120,329"
1372,Blood Diamond,"170,877,916","100,000,000",2006,"70,877,916"
7191,Cloverfield,"170,764,026","25,000,000",2008,"145,764,026"
27581,The Other Guys,"170,432,927","100,000,000",2010,"70,432,927"
2636,The Specialist,"170,362,582","45,000,000",1994,"125,362,582"
9384,Starsky & Hutch,"170,268,750","60,000,000",2004,"110,268,750"
4380,Shall We Dance?,"170,128,460","50,000,000",2004,"120,128,460"
9029,What Happens in Vegas,"170,000,000","35,000,000",2008,"135,000,000"
10996,Stuart Little 2,"169,956,806","120,000,000",2002,"49,956,806"
38317,Zookeeper,"169,852,759","80,000,000",2011,"89,852,759"
100042,Dumb and Dumber To,"169,837,010","40,000,000",2014,"129,837,010"
315837,Ghost in the Shell,"169,801,921","110,000,000",2017,"59,801,921"
1267,Meet the Robinsons,"169,332,978","150,000,000",2007,"19,332,978"
11688,The Emperor's New Groove,"169,327,687","100,000,000",2000,"69,327,687"
63,Twelve Monkeys,"168,840,000","29,500,000",1995,"139,340,000"
11321,Seven Pounds,"168,167,691","55,000,000",2008,"113,167,691"
166424,Fantastic Four,"167,977,596","120,000,000",2015,"47,977,596"
44048,Unstoppable,"167,805,466","100,000,000",2010,"67,805,466"
9472,DodgeBall: A True Underdog Story,"167,722,310","20,000,000",2004,"147,722,310"
1966,Alexander,"167,298,192","155,000,000",2004,"12,298,192"
77930,Magic Mike,"167,221,571","7,000,000",2012,"160,221,571"
819,Sleepers,"165,615,285","44,000,000",1996,"121,615,285"
296098,Bridge of Spies,"165,478,348","40,000,000",2015,"125,478,348"
9880,The Princess Diaries,"165,335,153","37,000,000",2001,"128,335,153"
9334,The Scorpion King,"165,333,180","60,000,000",2002,"105,333,180"
64328,The Muppets,"165,184,237","45,000,000",2011,"120,184,237"
290595,The Huntsman: Winter's War,"164,602,163","115,000,000",2016,"49,602,163"
1639,Speed 2: Cruise Control,"164,508,066","160,000,000",1997,"4,508,066"
10708,Daddy Day Care,"164,433,867","60,000,000",2003,"104,433,867"
6068,Six Days Seven Nights,"164,000,000","70,000,000",1998,"94,000,000"
214,Saw III,"163,876,815","10,000,000",2006,"153,876,815"
82,Miami Vice,"163,794,509","135,000,000",2006,"28,794,509"
12193,Four Christmases,"163,733,697","80,000,000",2008,"83,733,697"
4944,Burn After Reading,"163,720,069","37,000,000",2008,"126,720,069"
1724,The Incredible Hulk,"163,712,074","150,000,000",2008,"13,712,074"
22947,Up in the Air,"163,670,000","25,000,000",2009,"138,670,000"
10228,Pokémon: The First Movie: Mewtwo Strikes Back,"163,644,662","30,000,000",1998,"133,644,662"
227306,Unbroken,"163,442,937","65,000,000",2014,"98,442,937"
8645,The Happening,"163,403,799","60,000,000",2008,"103,403,799"
9718,Talladega Nights: The Ballad of Ricky Bobby,"162,966,177","72,500,000",2006,"90,466,177"
1635,The Island,"162,949,164","126,000,000",2005,"36,949,164"
1852,World Trade Center,"162,945,894","63,000,000",2006,"99,945,894"
179,The Interpreter,"162,944,923","80,000,000",2005,"82,944,923"
8204,The Spiderwick Chronicles,"162,839,667","90,000,000",2008,"72,839,667"
333484,The Magnificent Seven,"162,360,636","90,000,000",2016,"72,360,636"
1904,Memoirs of a Geisha,"162,242,962","85,000,000",2005,"77,242,962"
343611,Jack Reacher: Never Go Back,"162,146,076","60,000,000",2016,"102,146,076"
345,Eyes Wide Shut,"162,091,208","65,000,000",1999,"97,091,208"
8078,Alien: Resurrection,"162,000,000","70,000,000",1997,"92,000,000"
51876,Limitless,"161,849,455","27,000,000",2011,"134,849,455"
4234,Scream 3,"161,834,276","40,000,000",2000,"121,834,276"
253,Live and Let Die,"161,777,836","7,000,000",1973,"154,777,836"
87502,Flight,"161,772,375","31,000,000",2012,"130,772,375"
2112,Payback,"161,626,121","90,000,000",1999,"71,626,121"
10320,The Ring Two,"161,451,538","50,000,000",2005,"111,451,538"
117263,Olympus Has Fallen,"161,025,640","70,000,000",2013,"91,025,640"
2604,Born on the Fourth of July,"161,001,698","14,000,000",1989,"147,001,698"
201703,Love's Deadly Triangle: The Texas Cadet Murder,"161,001,698","14,000,000",1997,"147,001,698"
19610,A Star Is Born,"161,000,000","6,000,000",1976,"155,000,000"
4476,Legends of the Fall,"160,638,883","30,000,000",1994,"130,638,883"
216282,Into the Storm,"160,602,194","50,000,000",2014,"110,602,194"
9486,Johnny English,"160,583,018","40,000,000",2003,"120,583,018"
11253,Hellboy II: The Golden Army,"160,388,063","85,000,000",2008,"75,388,063"
6557,27 Dresses,"160,259,319","30,000,000",2008,"130,259,319"
52520,Underworld: Awakening,"160,112,671","70,000,000",2012,"90,112,671"
58233,Johnny English Reborn,"160,078,586","45,000,000",2011,"115,078,586"
36670,Never Say Never Again,"160,000,000","36,000,000",1983,"124,000,000"
8077,Alien³,"159,773,545","50,000,000",1992,"109,773,545"
9277,The Sting,"159,616,327","5,500,000",1973,"154,116,327"
128,Princess Mononoke,"159,375,308","26,500,000",1997,"132,875,308"
4824,The Jackal,"159,330,280","60,000,000",1997,"99,330,280"
41233,Step Up 3D,"159,291,809","30,000,000",2010,"129,291,809"
11228,Daylight,"159,212,469","80,000,000",1996,"79,212,469"
33,Unforgiven,"159,157,447","14,000,000",1992,"145,157,447"
9739,Demolition Man,"159,055,768","57,000,000",1993,"102,055,768"
187,Sin City,"158,733,820","40,000,000",2005,"118,733,820"
136795,The Heat,"158,674,180","43,000,000",2013,"115,674,180"
9615,The Fast and the Furious: Tokyo Drift,"158,468,292","85,000,000",2006,"73,468,292"
257445,Goosebumps,"158,162,788","58,000,000",2015,"100,162,788"
2119,Days of Thunder,"157,920,733","60,000,000",1990,"97,920,733"
55779,Final Destination 5,"157,887,643","47,000,000",2011,"110,887,643"
8963,Crimson Tide,"157,387,195","53,000,000",1995,"104,387,195"
20504,The Book of Eli,"157,107,755","80,000,000",2010,"77,107,755"
300669,Don't Breathe,"157,100,845","9,900,000",2016,"147,200,845"
59962,This Means War,"156,974,557","65,000,000",2012,"91,974,557"
365222,Ip Man 3,"156,844,753","36,000,000",2015,"120,844,753"
6023,P.S. I Love You,"156,835,339","30,000,000",2007,"126,835,339"
322,Mystic River,"156,822,020","25,000,000",2003,"131,822,020"
8845,Under Siege,"156,563,139","35,000,000",1992,"121,563,139"
1996,Lara Croft Tomb Raider: The Cradle of Life,"156,505,388","95,000,000",2003,"61,505,388"
709,Licence to Kill,"156,167,015","32,000,000",1989,"124,167,015"
273248,The Hateful Eight,"155,760,117","44,000,000",2015,"111,760,117"
1246,Rocky Balboa,"155,721,132","24,000,000",2006,"131,721,132"
18126,Hannah Montana: The Movie,"155,545,279","35,000,000",2009,"120,545,279"
2655,What Lies Beneath,"155,464,351","100,000,000",2000,"55,464,351"
13811,Knowing,"155,446,362","50,000,000",2009,"105,446,362"
302946,The Accountant,"155,160,045","44,000,000",2016,"111,160,045"
36586,Blade II,"155,010,032","54,000,000",2002,"101,010,032"
152760,The Monuments Men,"154,984,035","70,000,000",2014,"84,984,035"
1125,Dreamgirls,"154,937,680","70,000,000",2006,"84,937,680"
7303,Maid in Manhattan,"154,906,693","55,000,000",2002,"99,906,693"
864,Cool Runnings,"154,864,401","14,000,000",1993,"140,864,401"
4379,Monster-in-Law,"154,749,918","43,000,000",2005,"111,749,918"
9833,The Phantom of the Opera,"154,648,887","70,000,000",2004,"84,648,887"
23168,The Town,"154,026,136","37,000,000",2010,"117,026,136"
168530,Ride Along,"153,997,819","25,000,000",2014,"128,997,819"
256591,Focus,"153,962,963","50,100,000",2015,"103,862,963"
1634,Free Willy,"153,698,625","20,000,000",1993,"133,698,625"
11595,Another 48 Hrs.,"153,518,974","38,000,000",1990,"115,518,974"
927,Gremlins,"153,083,102","11,000,000",1984,"142,083,102"
1813,The Devil's Advocate,"152,944,660","57,000,000",1997,"95,944,660"
59108,Tower Heist,"152,930,623","75,000,000",2011,"77,930,623"
215,Saw II,"152,925,093","4,000,000",2005,"148,925,093"
392,Chocolat,"152,500,343","25,000,000",2000,"127,500,343"
707,A View to a Kill,"152,427,960","30,000,000",1985,"122,427,960"
2924,Backdraft,"152,368,585","75,000,000",1991,"77,368,585"
1645,A Time to Kill,"152,266,007","40,000,000",1996,"112,266,007"
35056,Date Night,"152,263,880","55,000,000",2010,"97,263,880"
393,Kill Bill: Vol. 2,"152,159,461","30,000,000",2004,"122,159,461"
9294,Phenomenon,"152,036,382","32,000,000",1996,"120,036,382"
10329,Congo,"152,022,101","50,000,000",1995,"102,022,101"
13885,Sweeney Todd: The Demon Barber of Fleet Street,"152,000,000","50,000,000",2007,"102,000,000"
208134,Bad Grandpa,"151,831,537","15,000,000",2013,"136,831,537"
2280,Big,"151,668,774","18,000,000",1988,"133,668,774"
9481,The Bone Collector,"151,493,655","73,000,000",1999,"78,493,655"
218836,Planes: Fire & Rescue,"151,165,787","50,000,000",2014,"101,165,787"
7461,Vantage Point,"151,161,491","40,000,000",2008,"111,161,491"
59436,Midnight in Paris,"151,119,219","30,000,000",2011,"121,119,219"
64686,47 Ronin,"150,962,475","175,000,000",2013,"-24,037,525"
8328,Step Up 2: The Streets,"150,816,700","23,000,000",2008,"127,816,700"
205584,Gods of Egypt,"150,680,864","140,000,000",2016,"10,680,864"
50544,Friends with Benefits,"150,483,765","35,000,000",2011,"115,483,765"
65759,Happy Feet Two,"150,406,466","130,000,000",2011,"20,406,466"
9208,Broken Arrow,"150,270,147","50,000,000",1996,"100,270,147"
18487,The Taking of Pelham 1 2 3,"150,166,126","100,000,000",2009,"50,166,126"
351694,Monkey King: Hero Is Back,"150,000,000","10,000,000",2015,"140,000,000"
199,Star Trek: First Contact,"150,000,000","46,000,000",1996,"104,000,000"
2275,The General's Daughter,"149,705,852","60,000,000",1999,"89,705,852"
71880,Jack and Jill,"149,673,788","79,000,000",2011,"70,673,788"
193756,Lone Survivor,"149,295,601","40,000,000",2013,"109,295,601"
14405,Beverly Hills Chihuahua,"149,281,606","20,000,000",2008,"129,281,606"
2123,"Me, Myself & Irene","149,270,999","51,000,000",2000,"98,270,999"
71676,Ghost Rider: Spirit of Vengeance,"149,217,355","57,000,000",2011,"92,217,355"
9408,Surf's Up,"149,044,513","85,000,000",2007,"64,044,513"
9374,Death Becomes Her,"149,022,650","55,000,000",1992,"94,022,650"
345911,Lights Out,"148,868,835","4,900,000",2016,"143,968,835"
7737,Resident Evil: Extinction,"148,412,065","45,000,000",2007,"103,412,065"
4464,Seabiscuit,"148,336,445","87,000,000",2003,"61,336,445"
10054,Spy Kids,"147,934,180","35,000,000",2001,"112,934,180"
13680,The Game Plan,"147,880,543","22,000,000",2007,"125,880,543"
6073,The Mexican,"147,845,033","57,000,000",2001,"90,845,033"
41630,No Strings Attached,"147,780,440","25,000,000",2011,"122,780,440"
45612,Source Code,"147,332,697","32,000,000",2011,"115,332,697"
454,Romeo + Juliet,"147,298,761","14,500,000",1996,"132,798,761"
9705,Swordfish,"147,080,413","102,000,000",2001,"45,080,413"
274854,The Last Witch Hunter,"146,936,910","90,000,000",2015,"56,936,910"
665,Ben-Hur,"146,900,000","15,000,000",2059,"131,900,000"
132232,Mama,"146,497,771","15,000,000",2013,"131,497,771"
873,The Color Purple,"146,292,009","15,000,000",1985,"131,292,009"
9336,Police Academy,"146,198,896","4,500,000",1984,"141,698,896"
274857,King Arthur: Legend of the Sword,"146,175,066","175,000,000",2017,"-28,824,934"
11172,Music and Lyrics,"145,896,422","40,000,000",2007,"105,896,422"
403,Driving Miss Daisy,"145,793,296","7,500,000",1989,"138,293,296"
11544,Lilo & Stitch,"145,771,527","80,000,000",2002,"65,771,527"
51739,The Secret World of Arrietty,"145,570,827","37,000,000",2010,"108,570,827"
76726,Chronicle,"145,000,000","15,000,000",2012,"130,000,000"
46529,I Am Number Four,"144,492,830","50,000,000",2011,"94,492,830"
8643,The Exorcism of Emily Rose,"144,216,468","19,000,000",2005,"125,216,468"
1907,The Beach,"144,056,873","40,000,000",2000,"104,056,873"
9986,Charlotte's Web,"144,000,000","85,000,000",2006,"59,000,000"
294272,Pete's Dragon,"143,695,338","65,000,000",2016,"78,695,338"
1535,Spy Game,"143,049,560","92,000,000",2001,"51,049,560"
297,Meet Joe Black,"142,940,100","90,000,000",1998,"52,940,100"
50646,"Crazy, Stupid, Love.","142,851,197","50,000,000",2011,"92,851,197"
82990,Paranormal Activity 4,"142,817,992","5,000,000",2012,"137,817,992"
1656,The Legend of Zorro,"142,400,065","75,000,000",2005,"67,400,065"
305470,Power Rangers,"142,337,240","100,000,000",2017,"42,337,240"
62838,New Year's Eve,"142,044,638","56,000,000",2011,"86,044,638"
8835,Legally Blonde,"141,774,679","18,000,000",2001,"123,774,679"
4970,Gothika,"141,591,324","40,000,000",2003,"101,591,324"
9737,Bad Boys,"141,407,024","19,000,000",1995,"122,407,024"
4248,Scary Movie 2,"141,220,678","45,000,000",2001,"96,220,678"
660,Thunderball,"141,195,658","5,500,000",2065,"135,695,658"
9889,Shallow Hal,"141,069,860","40,000,000",2001,"101,069,860"
8818,Evita,"141,047,179","55,000,000",1996,"86,047,179"
8469,Animal House,"141,000,000","2,700,000",1978,"138,300,000"
4477,The Devil's Own,"140,807,547","90,000,000",1997,"50,807,547"
271718,Trainwreck,"140,795,793","35,000,000",2015,"105,795,793"
562,Die Hard,"140,767,956","28,000,000",1988,"112,767,956"
223702,Sausage Party,"140,705,322","19,000,000",2016,"121,705,322"
85446,Step Up Revolution,"140,470,746","33,000,000",2012,"107,470,746"
8656,Deep Impact,"140,464,664","75,000,000",1998,"65,464,664"
334543,Lion,"140,302,754","12,000,000",2016,"128,302,754"
9297,Monster House,"140,175,006","75,000,000",2006,"65,175,006"
11836,The SpongeBob SquarePants Movie,"140,161,792","30,000,000",2004,"110,161,792"
41216,Legend of the Guardians: The Owls of Ga'Hoole,"140,073,390","80,000,000",2010,"60,073,390"
838,American Graffiti,"140,000,000","777,000",1973,"139,223,000"
9444,Anastasia,"139,804,348","53,000,000",1997,"86,804,348"
663,Saw IV,"139,352,633","10,000,000",2007,"129,352,633"
152,Star Trek: The Motion Picture,"139,000,000","35,000,000",1979,"104,000,000"
792,Platoon,"138,530,565","6,000,000",1986,"132,530,565"
11565,Big Momma's House 2,"138,259,062","40,000,000",2006,"98,259,062"
11259,Far and Away,"137,783,840","60,000,000",1992,"77,783,840"
1265,Bridge to Terabithia,"137,587,063","60,000,000",2007,"77,587,063"
39538,Contagion,"137,551,594","60,000,000",2011,"77,551,594"
9593,Last Action Hero,"137,298,489","85,000,000",1993,"52,298,489"
8834,Conspiracy Theory,"136,982,834","75,000,000",1997,"61,982,834"
9360,Anaconda,"136,885,767","45,000,000",1997,"91,885,767"
74534,The Best Exotic Marigold Hotel,"136,836,156","10,000,000",2011,"126,836,156"
242,The Godfather: Part III,"136,766,062","54,000,000",1990,"82,766,062"
10637,Remember the Titans,"136,706,683","30,000,000",2000,"106,706,683"
193893,Let's Be Cops,"136,621,271","17,000,000",2014,"119,621,271"
9062,Love Story,"136,400,000","2,200,000",1970,"134,200,000"
16996,17 Again,"136,267,476","20,000,000",2009,"116,267,476"
2157,Lost in Space,"136,159,423","80,000,000",1998,"56,159,423"
41439,Saw: The Final Chapter,"136,150,434","20,000,000",2010,"116,150,434"
27573,The Bounty Hunter,"136,000,000","40,000,000",2010,"96,000,000"
14873,The Jungle Book 2,"135,680,000","20,000,000",2003,"115,680,000"
2270,Stardust,"135,560,026","70,000,000",2007,"65,560,026"
1164,Babel,"135,330,182","25,000,000",2006,"110,330,182"
9559,A Perfect World,"135,130,999","30,000,000",1993,"105,130,999"
4584,Sense and Sensibility,"135,000,000","16,500,000",1995,"118,500,000"
33909,Wall Street: Money Never Sleeps,"134,748,021","70,000,000",2010,"64,748,021"
137093,Last Vegas,"134,402,450","28,000,000",2013,"106,402,450"
9475,Scent of a Woman,"134,095,253","31,000,000",1992,"103,095,253"
12599,Pokémon: The Movie 2000,"133,949,270","30,000,000",1999,"103,949,270"
196867,Annie,"133,821,816","65,000,000",2014,"68,821,816"
9255,Hot Shots! Part Deux,"133,752,825","25,000,000",1993,"108,752,825"
257088,Point Break,"133,718,711","105,000,000",2015,"28,718,711"
74643,The Artist,"133,432,856","15,000,000",2011,"118,432,856"
318846,The Big Short,"133,346,506","28,000,000",2015,"105,346,506"
168,Star Trek IV: The Voyage Home,"133,000,000","24,000,000",1986,"109,000,000"
2395,Asterix at the Olympic Games,"132,900,000","97,250,400",2008,"35,649,600"
97630,Zero Dark Thirty,"132,820,716","40,000,000",2012,"92,820,716"
10678,Bringing Down the House,"132,675,402","20,000,000",2003,"112,675,402"
752,V for Vendetta,"132,511,035","54,000,000",2006,"78,511,035"
52451,The Three Musketeers,"132,274,484","75,000,000",2011,"57,274,484"
1427,Perfume: The Story of a Murderer,"132,180,323","50,000,000",2006,"82,180,323"
136400,2 Guns,"131,940,411","61,000,000",2013,"70,940,411"
978,Seven Years in Tibet,"131,457,682","70,000,000",1997,"61,457,682"
9722,Bewitched,"131,426,169","85,000,000",2005,"46,426,169"
1584,School of Rock,"131,282,949","35,000,000",2003,"96,282,949"
36647,Blade,"131,183,530","45,000,000",1998,"86,183,530"
48138,Unknown,"130,786,397","30,000,000",2011,"100,786,397"
83542,Cloud Atlas,"130,482,868","102,000,000",2012,"28,482,868"
1819,"You, Me and Dupree","130,431,368","54,000,000",2006,"76,431,368"
612,Munich,"130,358,911","70,000,000",2005,"60,358,911"
9509,Man on Fire,"130,293,714","70,000,000",2004,"60,293,714"
9279,Jingle All the Way,"129,832,389","60,000,000",1996,"69,832,389"
24803,Julie & Julia,"129,540,499","40,000,000",2009,"89,540,499"
1577,Resident Evil: Apocalypse,"129,394,835","45,000,000",2004,"84,394,835"
4347,Atonement,"129,266,061","30,000,000",2007,"99,266,061"
9641,Cheaper by the Dozen 2,"129,181,830","60,000,000",2005,"69,181,830"
10625,Mean Girls,"129,042,871","17,000,000",2004,"112,042,871"
245,About a Boy,"129,000,000","27,000,000",2002,"102,000,000"
36648,Blade: Trinity,"128,905,366","65,000,000",2004,"63,905,366"
5551,Space Cowboys,"128,884,132","65,000,000",2000,"63,884,132"
1213,The Talented Mr. Ripley,"128,798,265","40,000,000",1999,"88,798,265"
9327,The Nutty Professor,"128,769,345","54,000,000",1996,"74,769,345"
606,Out of Africa,"128,499,205","31,000,000",1985,"97,499,205"
6877,Failure to Launch,"128,406,887","50,000,000",2006,"78,406,887"
266647,Pan,"128,388,320","150,000,000",2015,"-21,611,680"
12133,Step Brothers,"128,107,642","65,000,000",2008,"63,107,642"
1965,A Perfect Murder,"128,038,368","60,000,000",1998,"68,038,368"
1729,The Forbidden Kingdom,"127,906,624","55,000,000",2008,"72,906,624"
38050,The Adjustment Bureau,"127,869,379","50,200,000",2011,"77,669,379"
12289,Red Cliff,"127,814,609","80,341,000",2008,"47,473,609"
9038,The Heartbreak Kid,"127,766,650","60,000,000",2007,"67,766,650"
65086,The Woman in Black,"127,730,736","17,000,000",2012,"110,730,736"
3536,U-571,"127,666,415","62,000,000",2000,"65,666,415"
6520,First Knight,"127,600,435","55,000,000",1995,"72,600,435"
1667,March of the Penguins,"127,392,239","8,000,000",2005,"119,392,239"
22803,Law Abiding Citizen,"126,690,726","53,000,000",2009,"73,690,726"
240832,Lucy,"126,546,825","40,000,000",2014,"86,546,825"
77951,Walking With Dinosaurs,"126,546,518","80,000,000",2013,"46,546,518"
34851,Predators,"126,248,813","40,000,000",2010,"86,248,813"
2118,L.A. Confidential,"126,216,940","35,000,000",1997,"91,216,940"
225886,Sex Tape,"126,069,509","40,000,000",2014,"86,069,509"
109414,This Is the End,"126,041,322","32,000,000",2013,"94,041,322"
278924,Mechanic: Resurrection,"125,729,635","40,000,000",2016,"85,729,635"
10246,Porky's,"125,728,258","4,000,000",1981,"121,728,258"
3597,I Know What You Did Last Summer,"125,586,134","17,000,000",1997,"108,586,134"
80274,Ender's Game,"125,537,191","110,000,000",2013,"15,537,191"
1368,First Blood,"125,212,904","15,000,000",1982,"110,212,904"
10327,"Legally Blonde 2: Red, White & Blonde","124,914,842","45,000,000",2003,"79,914,842"
658,Goldfinger,"124,881,062","2,500,000",2064,"122,381,062"
323675,Ride Along 2,"124,827,316","40,000,000",2016,"84,827,316"
1677,Ray,"124,731,534","40,000,000",2004,"84,731,534"
14836,Coraline,"124,596,398","60,000,000",2009,"64,596,398"
913,The Thomas Crown Affair,"124,305,181","48,000,000",1999,"76,305,181"
50014,The Help,"124,272,124","25,000,000",2011,"99,272,124"
801,"Good Morning, Vietnam","123,922,370","13,000,000",1987,"110,922,370"
2135,The Time Machine,"123,729,176","80,000,000",2002,"43,729,176"
266856,The Theory of Everything,"123,726,688","15,000,000",2014,"108,726,688"
232672,Blended,"123,494,610","40,000,000",2014,"83,494,610"
1165,The Queen,"123,384,128","15,000,000",2006,"108,384,128"
12107,Nutty Professor II: The Klumps,"123,307,945","84,000,000",2000,"39,307,945"
11003,The Wedding Singer,"123,306,987","18,000,000",1998,"105,306,987"
309302,Wolf Totem,"123,205,624","38,000,000",2015,"85,205,624"
587,Big Fish,"122,919,055","70,000,000",2003,"52,919,055"
107846,Escape Plan,"122,915,111","50,000,000",2013,"72,915,111"
6844,The Ten Commandments,"122,700,000","13,000,000",2056,"109,700,000"
11096,Hide and Seek,"122,644,820","25,000,000",2005,"97,644,820"
9023,Spirit: Stallion of the Cimarron,"122,563,539","80,000,000",2002,"42,563,539"
264999,Magic Mike XXL,"122,513,057","14,800,000",2015,"107,713,057"
11283,Nanny McPhee,"122,489,822","25,000,000",2005,"97,489,822"
19959,Surrogates,"122,444,772","80,000,000",2009,"42,444,772"
6283,MouseHunt,"122,417,389","38,000,000",1997,"84,417,389"
22954,Invictus,"122,233,971","60,000,000",2009,"62,233,971"
609,Poltergeist,"122,200,000","10,700,000",1982,"111,500,000"
9312,Mortal Kombat,"122,195,920","18,000,000",1995,"104,195,920"
146233,Prisoners,"122,126,687","46,000,000",2013,"76,126,687"
10601,Peter Pan,"121,975,011","100,000,000",2003,"21,975,011"
2320,Executive Decision,"121,969,216","55,000,000",1996,"66,969,216"
296524,Deepwater Horizon,"121,790,373","110,000,000",2016,"11,790,373"
8872,Wayne's World,"121,697,323","20,000,000",1992,"101,697,323"
300168,Dragon Blade,"121,545,703","65,000,000",2015,"56,545,703"
8363,Superbad,"121,463,226","20,000,000",2007,"101,463,226"
563,Starship Troopers,"121,214,377","105,000,000",1997,"16,214,377"
4348,Pride & Prejudice,"121,147,947","28,000,000",2005,"93,147,947"
15384,Red Cliff Part II,"121,059,225","80,000,000",2009,"41,059,225"
9036,Eight Below,"120,455,994","40,000,000",2006,"80,455,994"
941,Lethal Weapon,"120,207,127","15,000,000",1987,"105,207,127"
1579,Apocalypto,"120,175,290","40,000,000",2006,"80,175,290"
74465,We Bought a Zoo,"120,081,841","50,000,000",2011,"70,081,841"
423,The Pianist,"120,072,577","35,000,000",2002,"85,072,577"
297222,PK,"120,000,000","13,000,000",2014,"107,000,000"
193,Star Trek: Generations,"120,000,000","38,000,000",1994,"82,000,000"
1375,Rocky V,"119,946,358","42,000,000",1990,"77,946,358"
11775,Intolerable Cruelty,"119,940,815","60,000,000",2003,"59,940,815"
88042,Parental Guidance,"119,772,232","25,000,000",2012,"94,772,232"
9285,Road Trip,"119,754,278","16,000,000",2000,"103,754,278"
153,Lost in Translation,"119,723,856","4,000,000",2003,"115,723,856"
9488,Spy Kids 2: The Island of Lost Dreams,"119,723,358","38,000,000",2002,"81,723,358"
369885,Allied,"119,520,023","85,000,000",2016,"34,520,023"
11072,Blazing Saddles,"119,500,000","2,600,000",1974,"116,900,000"
1633,Fried Green Tomatoes,"119,418,501","11,000,000",1991,"108,418,501"
7364,Sahara,"119,269,486","130,000,000",2005,"-10,730,514"
306,Beverly Hills Cop III,"119,208,989","50,000,000",1994,"69,208,989"
806,The Omen,"119,188,334","25,000,000",2006,"94,188,334"
2251,Unfaithful,"119,137,784","50,000,000",2002,"69,137,784"
1777,Fahrenheit 9/11,"119,114,517","6,000,000",2004,"113,114,517"
332567,The Shallows,"119,100,758","17,000,000",2016,"102,100,758"
6538,Charlie Wilson's War,"119,000,410","75,000,000",2007,"44,000,410"
10207,Message in a Bottle,"118,880,016","80,000,000",1999,"38,880,016"
316727,The Purge: Election Year,"118,587,880","10,000,000",2016,"108,587,880"
